Geologycal_age,Domain,Rock_type,Country,Age  (Ma),error (Ma),Longitude (X),Latitude (Y),SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O+,LOI,SUM (no water),Nb_xrf,Zr_xrf,Y_xrf,Sr_xrf,Rb_xrf,Pb_xrf,Ga_xrf,Zn_xrf,Cu_xrf,Ni_xrf,Co_xrf,Cr_xrf,V_xrf,Ba_xrf,Sc_xrf,La/Sm,La/Yb,Sr/Y,Sm/Yb,Dy/Yb
Miocene,Antofalla,andesite,Argentina,,,-68.293,-25.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,basalt,Argentina,,,-69.1,-27.083,49.18,1.29,15.32,,0.14,9.09,10.18,2.73,1.29,0.31,,,99.17,,,,471,0.3,,,,,155,46,689,,276,31.7,4,9.5,,2.4,
Miocene,Antofalla,dacite,Argentina,13,,-68.942,-25.472,68.7,0.35,14.65,1.97,0.07,1.22,1.85,2.94,4.52,0.06,,,96.33,17,183,23,203,174,,17,57,6,3,2.8,,,635,4.8,6.1,13.5,8.8,2.2,1.7
Miocene,Antofalla,dacite,Argentina,18.6,0.5,-69.21,-25.423,67.1,0.42,13.78,2.49,0.05,0.93,5.22,3.16,4.26,0.11,,,97.52,13,182,16,204,178,,15,41,15,6.3,6,,,609,5.3,8.5,17.9,12.8,2.1,1.6
Miocene,Antofalla,rhyolite,Argentina,18.6,0.5,-69.21,-25.423,68.3,0.44,14.15,2.59,0.05,1.06,4.05,3.26,4.41,0.12,,,98.43,13,186,17,204,185,,15,42,16,6.8,5.7,,,632,5.4,8.3,17,12,2.1,1.6
Miocene,Paracas,granodiorite,Bolivia,,,-65.25,-19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,andesite,Bolivia,,,-68.7,-16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,andesite,Bolivia,,,-68.54,-16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,andesite,Bolivia,,,-68.54,-16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,latite,Bolivia,,,-68.55,-16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,andesite,Bolivia,,,-68.57,-16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,andesite,Bolivia,,,-68.8,-16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,andesite,Bolivia,,,-68.51,-16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,latite,Bolivia,,,-68.8,-16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,latite,Bolivia,,,-68.54,-16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,12.4,,-66.55,-19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,,,-66.7,-19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,11.5,,-65.56,-19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,,,-66.58,-19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,,,-65.3,-19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,,,-65.2,-19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,,,-65.25,-19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,dacite,Bolivia,,,-65.25,-19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,rhyolite,Bolivia,,,-65.3,-19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,andesite,Bolivia,,,-65.3,-19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,andesite,Bolivia,,,-65.25,-19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,transition,granite,Bolivia,,,-66.75,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,basalt,Bolivia,,,-66.917,-19.883,45.67,1.93,14.03,11.74,0.21,9.21,9.1,3.17,1.57,0.69,,1,97.32,25,248,26,789,75,25,,74,30,92,,182,127,1258,,,,30.3,,
Miocene,Arequipa,basalt,Bolivia,,,-66.883,-19.833,52.05,1.36,14.99,9.17,0.13,6.44,7.02,3.27,2.51,0.58,,1.01,97.52,40,288,19,907,93,24,,79,33,103,,170,120,1168,,,,47.7,,
Miocene,Arequipa,basalt,Bolivia,,,-66.883,-19.833,54.66,1.18,15.46,8.14,0.12,5.92,6.21,3.23,2.9,0.49,,1.18,98.31,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.218,-21.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.229,-21.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.2,-21.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.194,-21.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.281,-21.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.403,-21.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Arequipa,dacite,Bolivia,,,-67.201,-21.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miocene,Antofalla,dacite,Bolivia,,,-66.83,-19.33,67.9,0.68,15.85,1.7,0.05,0.93,2.7,2.83,5.07,0.29,0.83,,99.81,19,187,19,409,253,,25.7,74,3,2,43,10,51,1012,,,,21.5,,
Oligocene,Paracas,andesite,Peru,,,-72.859,-15.294,58,0.97,17,6.86,0.12,2.76,5.7,3.96,2.26,0.33,,,97.96,11,190,20,559,57,12,18,80,29,12,21,23,154,803,15,5.2,14.8,28,2.9,2
Oligocene,Paracas,andesite,Peru,,,-72.859,-15.294,58.1,0.98,16.9,6.63,0.12,2.64,5.52,4.02,2.4,0.34,,,97.65,11,194,25,558,63,12,20,91,30,13,17,19,144,828,13,5.2,15.2,22.3,2.9,2
Oligocene,Paracas,granite,Peru,,,-74.016,-14.781,70.7,0.24,13.9,1.29,0.1,0.38,0.92,3.94,4.64,0.06,,,96.18,15,190,22,139,144,23,14,56,0,2,4,4,12,939,4,6.9,13.7,6.3,2,1.5
Oligocene,Paracas,basalt,Peru,,,-70.608,-15.008,45.46,1.06,11.57,12.6,0.2,7.25,11.08,4.61,1.43,0.86,,3.8,96.12,6,95,22,1273,37,,11,88,324,48,44,139,335,1132,35,3.4,14,57.9,4.1,2.6
Oligocene,Paracas,basalt,Peru,,,-70.608,-15.008,46.72,0.93,11.8,10.49,0.17,7.58,11.07,3.97,1.97,0.76,,3.72,95.46,7,108,20,1336,67,,12,75,169,75,37,264,270,1871,32,3.7,16.9,66.8,4.6,2.6
Oligocene,Paracas,basalt,Peru,,,-70.608,-15.008,47.32,0.96,13.18,10.99,0.17,6.05,9.44,4.62,2.16,0.81,,3.67,95.7,8,110,22,1939,37,,10,82,169,42,35,114,291,1622,28,3.9,15.9,88.1,4.1,2.5
Oligocene,Paracas,basalt,Peru,26.9,1,-70.608,-15.008,52.29,0.93,16.28,8.55,0.19,2.58,6.33,4.33,5.12,0.51,,2.25,97.11,15,174,27,1716,108,,15,100,110,14,21,22,218,1573,18,4.6,13.3,63.6,2.9,2.1
Oligocene,Paracas,trachyandesite,Peru,28.3,0.6,-70.608,-15.008,61.17,0.54,18.3,4.03,0.08,0.44,1.15,1.28,8.66,0.16,,0.87,95.81,25.1,383,29.1,366,341,,,90,17,2,5,0.2,49,218,4,6.7,13.1,12.6,1.9,1.5
Oligocene,Paracas,gabbro,Peru,28.2,1.5,-70.52,-15.067,47.31,1.14,13.38,11.68,0.18,5.8,10.76,1.64,5.18,0.68,,1.95,97.75,8.9,135,22.6,1317,149,,,108,135,30,36,69,260,1405,22,3.8,12.4,58.3,3.2,2.3
Oligocene,Paracas,gabbro,Peru,28.7,1.5,-70.489,-15.086,48.67,1.43,15.02,12.1,0.19,4.45,6.95,1.87,4.95,1.04,,1.85,96.67,9.3,147,27.4,957,135,,,152,126,16,29,13,315,1676,23,3.6,11.7,34.9,3.3,2.2
Oligocene,Paracas,gabbro,Peru,,,-70.489,-15.086,49,1.37,14.86,12,0.17,4.88,6.77,3.29,4.41,0.97,,0.94,97.72,9.8,157,26.9,1240,113,,,102,121,26,29,29,311,1157,23,3.6,12.2,46.1,3.4,2.2
Oligocene,Paracas,trachyandesite,Peru,28.9,0.8,-71.144,-14.793,57.78,0.58,15.9,5.19,0.08,1.9,6.31,3.85,2.86,0.25,,5.31,94.7,7,153,14,789,83,11,19.2,56,37,26,14,40,112,1167,,6.6,22.5,56.4,3.4,2
Oligocene,Paracas,trachybasalt,Peru,,,-70.983,-14.829,53.43,0.92,15.79,7.66,0.15,4.14,8.17,3.32,3.33,0.31,,2.75,97.22,9,164,22,592,112,13,20.2,86,36,65,26,168,208,765,,5.8,13.7,26.9,2.4,1.9
Oligocene,Paracas,granite,Peru,30.5,1.6,-71.129,-14.788,59.48,0.57,17.7,4.27,0.03,1.34,3.51,4.29,2.64,0.35,,5.87,94.18,8,192,21,1320,108,47,26.2,72,147,3,10,2,92,1023,,5.5,19.5,62.9,3.5,1.9
Oligocene,Paracas,trachyandesite,Peru,,,-70.83,-14.95,56.15,0.97,17.29,8.39,0.05,3.51,3.7,6.75,1.59,0.35,,1.14,98.75,7,148,24,500,68,3,20.3,31,27,13,18,15,186,394,,4.1,9.2,20.8,2.3,1.8
Oligocene,Paracas,trachyandesite,Peru,,,-70.83,-14.95,57.24,0.89,17.24,7.75,0.06,2.9,3.49,5.18,3.74,0.35,,1.48,98.84,8,149,23,480,92,1,20.7,32,37,10,19,12,160,1007,,3.9,9.1,20.9,2.3,1.8
Oligocene,Paracas,basalt,Peru,,,-70.727,-14.919,49.69,0.91,14.43,8.83,0.09,1.74,8.71,2.88,5.43,0.54,,6.84,93.25,8,117,18,1150,91,30,17.3,107,37,29,23,47,242,1435,,4.3,16,63.9,3.7,2.4
Oligocene,Paracas,basalt,Peru,,,-70.611,-14.849,52.57,1.05,16.16,8.61,0.08,4.78,7.62,3.41,3.41,0.42,,1.9,98.11,9,160,22,821,103,14,19.6,77,126,60,27,157,219,877,,4.9,13.5,37.3,2.8,2
Oligocene,Paracas,basalt,Peru,,,-70.593,-14.891,50.35,0.99,15.6,8.01,0.12,2.96,10.41,3.38,3.66,0.4,,4.55,95.88,8,154,20,796,123,13,18.8,67,76,47,23,139,202,827,,5.1,14.2,39.8,2.8,2
Oligocene,Paracas,trachybasalt,Peru,,,-70.564,-14.898,53.66,1.05,16.82,8.54,0.1,3.16,7.55,3.59,3.81,0.46,,1.27,98.74,9,165,22,842,137,13,20.8,61,60,49,21,151,227,938,,5,13.3,38.3,2.7,1.8
Oligocene,Paracas,trachyandesite,Peru,27.7,1,-70.609,-15.085,58.39,1.04,16.85,6.75,0.2,0.93,4.49,3.95,3.9,0.36,,3.14,96.86,20,320,20,717,181,19,23.1,85,39,35,22,63,133,969,,7.2,30.6,35.9,4.2,2.2
Oligocene,Paracas,basalt,Peru,,,-70.612,-15.054,48.53,1.38,15.21,11.4,0.17,4.71,9.22,4.21,2.56,0.69,,2.02,98.08,9,146,27,1177,30,17,20.4,108,123,60,33,83,304,1110,,3.6,11.8,43.6,3.3,2.2
Oligocene,Paracas,trachybasalt,Peru,,,-70.449,-15.038,53.24,1.05,16.76,8.31,0.1,3.06,8.48,3.63,3.69,0.48,,1.63,98.8,9,168,23,871,122,14,20.3,61,69,47,20,156,237,890,,4.9,13.5,37.9,2.8,1.9
Oligocene,Paracas,trachybasalt,Peru,,,-70.488,-15.033,48.21,1.4,16.46,8.79,0.15,2.78,11.61,3.36,2.64,0.43,,4.07,95.83,19,189,20,864,107,32,21.7,151,32,116,24,374,177,843,,5.2,20,43.2,3.8,2.2
Oligocene,Paracas,diorite,Peru,29,1,-70.859,-14.888,53.96,1.04,18.47,8.41,0.25,2.65,7.96,3.66,2.68,0.5,,0.46,99.58,14,220,30,1132,79,7,23.6,49,31,,15,2,152,877,,5,11.7,37.7,2.3,1.7
Oligocene,Paracas,diorite,Peru,,,-70.629,-15.091,57.18,0.94,17.4,7.83,0.15,2.52,4.65,4.73,3.48,0.39,,1.19,99.27,14,242,34,700,100,9,22.6,85,36,3,15,6,132,777,,5.3,12.9,20.6,2.5,1.8
Oligocene,Arequipa,diorite,Peru,,,-70.478,-15.665,62,0.49,16.9,5.01,0.12,1.6,4.52,3.4,3.05,0.2,,,97.28,9,127,21,672,106,5,18,37,27,6,12,6,74,1275,10,,,32,,
Oligocene,Arequipa,basalt,Peru,26.5,0.09,-70.59,-15.906,50.19,0.91,15.42,9.37,0.14,8.11,8.51,2.5,2.26,0.46,,2.06,106.3,5.8,110.1,17,680.4,51,,17.6,92.7,133.2,126.9,38.4,393.9,222.6,645.2,19.9,5.5,15,40,2.7,1.9
Oligocene,Paracas,trachybasalt,Peru,,,-70.898,-14.977,51.89,0.9,14.96,9.12,0.2,4.01,6.67,2.55,6.15,0.58,,2.91,97.03,10.4,186,26.1,643.3,165.5,27.9,21.2,138,145,12,26,24,252,1349.9,16,4.8,14.8,24.6,3.1,2.2
Oligocene,Paracas,trachybasalt,Peru,,,-70.878,-14.954,51.82,0.89,16.31,9.07,0.35,3.26,7.23,2.54,5.87,0.61,,2,97.95,10.7,178.4,27.3,748.2,145.5,276.5,22.8,356,161,13,26,15,245,1443.1,15,5.3,16.6,27.4,3.2,2.2
Oligocene,Paracas,basalt,Peru,,,-70.589,-15.05,45.78,0.97,11.78,11.65,0.18,7.91,11.29,3.65,1.46,0.86,,4.42,95.53,6.7,99.4,18.8,1467.9,42.8,13.6,17.3,94,111,44,44,140,301,1734.4,24,4.2,17.1,78.1,4.1,2.5
Oligocene,Paracas,basalt,Peru,,,-70.593,-14.891,49.51,0.98,15,8.05,0.1,3.35,10.37,3.2,3.48,0.54,,5.36,94.58,8.3,151.5,21.1,778.8,120.9,12.3,19.1,72,45,54,23.8,146,226,786.8,17,5.1,12.7,37,2.5,1.8
Oligocene,Paracas,trachyandesite,Peru,,,-70.93,-15.011,57.15,0.64,17.85,6.35,0.07,1.7,3.99,3.9,6.24,0.44,,1.61,98.33,18.8,276.8,23.2,1161.5,218.2,28.2,21.9,109,104,15,16,18,138,869.2,8,7.4,17.9,50,2.4,1.7
Oligocene,Arequipa,rhyolite,Peru,29.8,0.06,-70.931,-15.559,71.62,0.28,15.25,2.01,0.05,0.57,1.79,3.53,4.27,0.12,,0.94,99.49,17.8,124.8,18.9,404.9,151.4,,22.5,33.9,4.4,1.7,2.7,7.3,21.8,652.1,,8,21.9,21.4,2.7,1.9
Oligocene,transition,andesite,Peru,25.5,1,-73.086,-15.999,50.9,0.08,9.2,0.59,0.04,0.86,9.09,1.93,3.17,0.02,,,75.87,12,63,10,93,189,15,10,19,,,1,,7,421,4,8.5,15.1,9.3,1.8,1.4
Oligocene,transition,rhyolite,Peru,22.16,0.34,-74.516,-14.699,74.4,0.23,13.2,1.65,0.07,0.26,0.93,3.91,3.97,0.03,,,98.64,12,117,19,98,150,6,14,21,2,3,4,7,19,798,2,7.8,11.9,5.2,1.5,1.4
Oligocene,Arequipa,rhyolite,Peru,,,-70.904,-16.818,75.2,0.18,11.9,1.61,0.04,0.42,1.01,2.74,4.26,0.04,,,97.4,7,105,9,113,119,13,14,16,1,4,0,6,19,911,1,10.8,21,12.6,1.9,1.3
Oligocene,Arequipa,rhyolite,Peru,24.43,0.17,-70.647,-16.865,71.7,0.22,12.8,1.77,0.06,0.79,1.71,2.15,4.86,0.06,,,96.12,9,134,16,159,146,21,13,31,0,5,6,8,31,1003,8,9.5,18.3,9.9,1.9,1.4
Oligocene,transition,rhyolite,Peru,,,-73.084,-15.571,65.6,0.54,15.2,3.2,0.07,1.13,2.88,4.47,3.58,0.2,,,96.87,12,231,13,484,115,13,18,70,11,4,7,3,56,1124,7,6.2,23.3,37.2,3.8,2.1
Oligocene,Antofalla,andesite,Argentina,25,,-65.833,-22.683,62.22,0.77,17.12,,0.25,2.8,5.87,3,2.14,,,,99.99,,,,,,,,,,1,17,17,,1028,13,6.2,15.9,,2.6,
Oligocene,Antofalla,dacite,Argentina,25,,-65.333,-24.4,66.63,0.33,15.56,,0.09,1.86,3.89,3.31,3.82,0.41,,,99.99,,,,,,,,,,10,45,40,,419,9.1,7.8,17.3,,2.2,
Oligocene,Antofalla,rhyolite,Argentina,25.9,1,-69.21,-25.423,69.9,0.45,14.46,2.66,0.05,0.73,2.91,3.38,4.47,0.12,,,99.14,14,194,17,212,195,,15,42,16,7,6,,,662,5.6,8.3,18.4,12.5,2.2,1.6
Oligocene,Antofalla,rhyolite,Argentina,25.9,1,-69.21,-25.423,69.9,0.43,14.36,2.55,0.05,0.87,2.48,3.33,4.28,0.12,,,98.37,13,190,16,202,196,,15,44,18,6.6,5.5,,,637,5,8.3,17.4,12.6,2.1,1.5
Oligocene,Paracas,granodiorite,Bolivia,,,-65.25,-19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligocene,Arequipa,trachybasalt,Bolivia,,,-67.54,-19.3,57.27,1.35,16.33,3.01,0.09,3.77,5.94,4.3,2.54,0.47,,1.46,98.82,22,217,15,932,41,,24.5,108,20,33,31,82,148,1075,,,,62.1,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.58,-19.28,59.85,1.08,16.08,3.06,0.08,2.92,5.15,4.39,2.98,0.43,,1.67,98.5,16,221,13,969,50,,24.3,96,21,29,22,65,110,1482,,,,74.5,,
Oligocene,Arequipa,basalt,Bolivia,,,-68.62,-18.32,52.27,1.49,15.92,3.99,0.15,6.23,8.22,3.01,2.23,0.44,,0.89,99.21,12,188,30,961,37,,20.6,101,45,49,51,135,249,963,,,,32,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.37,-18.99,64.21,0.68,15.86,2.69,0.06,1.76,3.81,4.14,3.34,0.27,,2.03,98.16,13,201,11,816,66,,23.2,81,20,14,24,26,72,1636,,,,74.2,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.37,-18.87,59.51,1.18,16.48,4.13,0.07,2.21,5.15,4.85,3.02,0.46,,0.73,98.85,17,234,14,1212,57,,24.7,94,29,26,23,59,123,1691,,,,86.6,,
Oligocene,Arequipa,basalt,Bolivia,,,-67.38,-19.43,44.66,2.28,13.72,3.76,0.18,9.39,12.16,3.06,1.32,0.73,,1.85,98.25,59.5,185.5,25,875.5,20,,19,94,84.5,118.5,51.5,387,263.5,624,,,,35,,
Oligocene,Arequipa,basalt,Bolivia,,,-67.61,-19.06,52.52,1.4,16,2.33,0.14,7.63,8.12,3.14,2.08,0.37,,0.92,99.7,23,172,23,614,49,,22.4,92,47,87,40,365,216,752,,,,26.7,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.63,-19.07,53.77,1.38,15.92,1.14,0.13,7.18,7.41,3.15,2.34,0.35,,0.78,99.54,25,183,24,594,60,,22.9,101,44,89,50,333,200,940,,,,24.8,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.95,-20.88,53.97,1.25,17.26,3.43,0.12,4.29,7.67,3.84,2.24,0.4,,0.8,98.86,18,201,22,1090,52,,20.8,99,19,18,32,20,195,1031,,,,49.5,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.32,-20.12,53.68,1.69,16.49,3.06,0.11,5.69,7.45,4.15,1.95,0.56,,0.61,99.72,24,224,17,977,29,,23.9,105,45,69,43,175,198,907,,,,57.5,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.08,-17.93,61.12,1.71,14.08,1.59,0.07,2.9,3.87,3.02,4.7,0.87,,1.86,98.03,31,356,29,781,147,,24.1,104,27,39,30,99,107,1489,,,,26.9,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.08,-17.93,60.93,1.73,14.14,1.56,0.07,2.9,3.87,3.04,4.71,0.87,,1.79,97.95,31,360,30,793,149,,24.1,105,24,41,15,99,103,1531,,,,26.4,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.62,-18.81,56.52,0.74,16.94,3.53,0.17,2.39,6.57,3.2,2.63,0.35,,3.82,95.83,32,192,22,652,86,,19.3,75,6,7,17,6,98,925,,,,29.6,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-66.83,-19.33,63.31,1.08,16.53,1.32,0.06,2.11,4.53,2.81,4.24,0.41,,0.9,99.25,27,273,20,513,154,,26.2,154,4,5,19,22,86,1367,,,,25.7,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.3,-19.26,56.58,1.48,16.12,2.94,0.1,4.01,6.02,4.45,2.73,0.54,,1.11,98.82,19,242,16,1192,49,,23.8,105,28,37,30,91,144,1319,,,,74.5,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.26,-19.75,58.39,0.9,18.71,3.65,0.11,1.73,5.53,4.01,3.16,0.43,,1.61,98.67,19,245,27,690,83,,17.9,70,20,3,26,0,70,1112,,,,25.6,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.1,-19.67,58.97,1.02,16.94,3.67,0.11,2.78,5.84,4.11,2.82,0.39,,0.78,99.32,20,206,20,801,74,,22.6,84,12,19,27,31,142,1617,,,,40.1,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.1,-19,56.42,1.51,16.06,3.11,0.1,4.13,6.16,4.24,2.58,0.52,,0.92,98.72,20,226,18,1005,49,,23.7,106,26,42,30,97,156,1173,,,,55.8,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-67.7,-19.63,61.78,0.99,15.28,3.82,0.08,2.58,4.7,4.75,3.3,0.54,,0.96,98.99,30,248,16,1414,82,,25.6,85,16,15,26,25,93,1320,,,,88.4,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.58,-20.5,55.73,1.05,17.34,2.49,0.08,4.05,7.24,3.89,1.97,0.25,,1.35,98.75,8,132,19,629,37,,19.6,91,65,23,28,48,176,607,,,,33.1,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.25,-20.55,55.88,1,17.51,3.12,0.12,3.77,6.99,3.72,2.26,0.35,,1.44,99.25,10,143,19,860,44,,20.9,93,75,17,32,21,174,833,,,,45.3,,
Oligocene,Arequipa,trachybasalt,Bolivia,,,-67.25,-19.53,50.81,0.97,19.56,3.35,0.13,3.02,6.98,4.98,2.84,0.67,,3.13,96.96,17,182,25,1392,46,,19.1,68,102,16,25,19,175,1125,,,,55.7,,
Oligocene,Arequipa,trachyandesite,Bolivia,,,-68.86,-18.07,65.75,0.61,14.97,3.43,0.05,1.47,2.91,3.92,4.4,0.24,,2.43,97.74,13,222,13,735,143,,23.8,86,33,33,33,19,62,1292,,,,56.5,,
Oligocene,Arequipa,andesite,Bolivia,,,-67.25,-18.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligocene,Arequipa,granite,Bolivia,,,-66.95,-19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligocene,Arequipa,granite,Bolivia,,,-67.45,-19.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligocene,Arequipa,granite,Bolivia,,,-67.45,-19.2,52.45,0.77,19.77,2.1,0.18,1.36,3.04,8.47,5.48,0.19,1.87,,97,271,565,49,1165,225,,28.6,189,6,21,18,24,41,1016,,,,23.8,,
Oligocene,transition,andesite,Bolivia,,,-67.58,-20.6,59.85,0.98,15.95,3.31,0.09,3.37,4.87,3.91,2.78,0.36,,1.45,98.31,17,219,23,715,75,,21.3,98,18,26,33,72,130,1111,,,,31.1,,
Oligocene,transition,andesite,Bolivia,,,-67.85,-21.96,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Oligocene,transition,dacite,Bolivia,,,-67.25,-19,65.56,0.88,15.88,4.11,0.04,1.33,3.41,4.15,3.89,0.32,,0.48,99.62,15,228,13,793,101,,25,82,11,17,16,55,59,1479,,,,61,,
Oligocene,Antofalla,basalt,Bolivia,,,-68.08,-21.09,51.06,0.93,15.47,3.05,0.15,9.06,9.17,2.67,1.19,0.19,,1.07,98.9,10,108,20,390,26,,16.5,90,44,114,57,727,229,362,,,,19.5,,
Oligocene,Antofalla,basalt,Bolivia,,,-67.97,-21.06,53.4,0.99,15.35,2.05,0.14,7.94,7.02,3.01,1.86,0.27,,1.19,98.44,14,136,30,745,46,,17.8,96,25,62,49,333,207,621,,,,24.8,,
Eocene,Paracas,andesite,Peru,37.9,1.4,-72.233,-13.57,61.7,0.61,17,5.37,0.19,1.27,5.3,3.89,2.72,0.28,,,98.33,10,151,23,770,85,15,18,69,6,5,11,4,98,922,10,,,33.5,,
Eocene,Paracas,andesite,Peru,,,-72.215,-13.568,53.5,0.63,17.3,6.48,0.27,1.76,8.6,3.99,3.59,0.28,,,96.41,7,133,24,815,79,14,17,91,23,2,8,7,136,715,12,,,34,,
Eocene,Paracas,dacite,Peru,38.4,1.5,-72.206,-13.591,51.5,0.54,15.3,4.92,0.21,1.15,10.26,3.69,3.17,0.24,,,90.98,11,131,26,560,97,7,15,70,10,4,10,6,82,1012,16,4.8,9.2,21.5,1.9,1.7
Oligocene,Paracas,Monzodiorite,Peru,,,-72.468,-14.087,64.72,,16.02,,,1.69,,,,,,,,,,12.3,807.9,,,,,,,,,,,,,,65.8,,
Oligocene,Paracas,Monzodiorite,Peru,,,-72.517,-14.3,67.9,,15.12,,,1.24,,,,,,,,,,12.1,669.5,,,,,,,,,,,,,,55.2,,
Eocene,Paracas,Monzodiorite,Peru,,,-72.468,-14.087,57.67,,18.12,,,2.57,,,,,,,,,,17,427.5,,,,,,,,,,,,,,25.1,,
Eocene,Paracas,Monzodiorite,Peru,,,-72.915,-14.902,,,,,,,,,,,,,,,,7.8,268.4,,,,,,,,,,,,,,34.2,,
Eocene,Paracas,Monzodiorite,Peru,,,-71.325,-14.902,57.69,,18.02,,,2.91,,,,,,,,,,,308.5,,,,,,,,,,,,,,,,
Eocene,Arequipa,diorite,Chile,,,-68.8,-21.925,65.7,0.47,16.75,2.14,0.06,1.26,3.93,4.73,2.6,0.1,,,99.08,12,124,10,693,69,,20.2,146,131,9,7,17,60,735,5.2,7.4,25,69.3,3.4,
Eocene,Arequipa,diorite,Chile,,,-68.796,-21.946,64.46,0.5,16.97,2.32,0.06,1.48,4.31,4.61,2.57,0.17,,,99.08,12,122,11,698,71,,20.6,59,62,9,9,27,75,713,6.2,7.7,26.7,63.5,3.4,
Eocene,transition,diorite,Chile,,,-68.9,-20.925,69.55,0.33,15.52,1.28,0.03,0.88,2.72,3.95,3.18,0.07,,0.75,98.7,12,113,12,393,113,,17.7,37,92,7,5,13,40,742,,8.1,27.8,32.8,3.4,
