SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O_105G_C,LOI,PC,Li,Sc,V,Co,Cr,Ni,Cu,Mo,Zn,W,Rb,Sr,Y,Nb,Zr,Cs,Cd,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Lu,Yb,Hf,Ta,Pb,Th,U,Au,In,Sn,Ag,Ge,As,Bi,Tl,Be,Ga,S,Sb,B,87_86Sr,Sr_error,143_144Nd,Nd_error,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208_204Pb,208Pb_error,18O,edad_geol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8747,,15.6942,,38.7636,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.885,,15.6726,,38.7069,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8928,,15.6726,,38.7227,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9126,,15.689,,38.7835,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9211,,15.6951,,38.8118,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9325,,15.7025,,38.8548,,,AlbianoSuperior
63.4,0.7,15.8,6.11,,0.1,2.4,5.2,3.1,2.4,0.2,,,0.9,30,18,119,13.2,100,5,5,2,73,1,91.9,207,27,10,155,5.1,0.2,677,32.7,68.8,7.9,29.8,6,1.2,6.2,0.9,5.4,1.1,3.2,0.5,0.4,2.8,4,0.6,12,9.5,1,,,3,1,2,30,,0.5,5,19,,,,,,,,,,,,,,,Carbonifero
74.2,0,12.8,1.27,0.6,0,0.1,1.9,3.3,5.2,0,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
66,0.6,15.6,5,,0.1,2.3,3.3,2.9,2.7,0.1,,,1.1,50,11,81,12.2,150,10,5,2,61,9,130,199,6.6,8,64.9,5,0.2,466,15.2,29,2.9,12.1,1.6,0.8,1.5,0.2,1.3,0.3,0.8,0.2,0.1,0.9,2,0.9,16,2.5,1.3,,,4,1,2,30,0.1,0.7,5,19,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,24,10,64,8.3,23,14,21,5,147,1,155.5,152.2,24.6,10,125.5,4,0.7,679.7,31.9,57.2,7,24.9,4.6,1,4.4,0.7,4.3,0.9,2.7,0.4,0.4,2.7,4,1,41,13.8,3.1,,,10,,2,,0.4,0.8,,15,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,44,5,14,3,41,18,25,6,78,1,132.6,220.7,20.5,13,106.6,4.1,0.4,678.6,33,55.8,6.9,24.3,4.4,1,3.8,0.6,3.6,0.7,2.2,0.3,0.4,2.3,3,1.7,37,11.1,3.2,,,4,,2,,0.1,0.7,,15,,,,,,,,,,,,,,,Carbonifero
75.3,0.1,12.5,1.32,,0.1,0.2,1.7,4.5,3.2,,0.1,,0,,,,,,,,,,,71,67,,,,,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
70.1,0.3,13.4,3.12,1.4,0.1,0.8,3,2.9,4.3,0.1,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
69,0.5,14.4,2.75,1.7,0.1,1.3,5,3.2,1.5,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
60.1,0.9,16,7.49,,0.1,2.9,6.2,2.9,1.8,0.2,,,1.2,30,21,142,18.3,140,8,10,2,89,3,76.8,201,30,11,143,2.4,0.2,569,18.1,43.5,6,25.9,6.2,1.5,6.6,1,6,1.2,3.4,0.5,0.5,2.8,4,0.5,18,2.9,0.9,,,2,1,2,30,,0.5,5,20,,,,,,,,,,,,,,,Carbonifero
61.9,0.6,14.8,2.7,3.2,0.1,2.2,4.9,3.2,3,0.2,0.4,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
67.2,0.6,15.8,1,3,0.1,2,1.5,2.6,4.1,0.1,0.3,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
64,0.5,15.1,1.5,3.2,0.1,2.6,4.2,3.1,3.5,0,0.3,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
55.9,0.7,17.5,2.33,4.3,0.1,4.4,4.7,3.8,2.8,0.1,0.4,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
65.3,0.5,15.3,2.97,1,0.1,1.4,4.1,3.1,3.9,0.1,0.3,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
67.5,0.4,15.2,3.77,,0.1,1.2,4.1,3.1,3.3,0.1,,,1.4,20,10,64,8.4,170,5,10,3,36,11,124,143,19.1,8,113,5.4,0.2,714,29.3,58.6,6.3,22.8,4.4,,4.3,0.7,3.8,0.8,2.2,0.3,0.3,1.9,3,0.6,14,10.1,2.4,,,5,1,2,30,,0.6,5,18,,,,,,,,,,,,,,,Carbonifero
71,0.2,13.1,1.28,1.1,0,0.7,2.6,3.7,3.9,0.1,0.4,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
67.2,0.3,13.4,3.26,0.3,0.1,0.6,3,3.4,4.3,0.1,0.4,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
60.4,0.7,16.5,6.5,,0.1,2.8,5.1,3.1,2.9,0.2,,,1.5,30,20,138,15.6,90,6,5,2,82,1,104,247,23.9,9,130,2.5,0.2,563,26.6,55.7,6.6,25,5.3,1.3,5.4,0.9,4.7,1,2.7,0.4,0.4,2.5,3,0.6,20,6.6,1.2,,,2,1,2,30,,0.5,5,19,,,,,,,,,,,,,,,Carbonifero
60.5,0.8,16.6,6.7,,0.1,2.8,5.5,3.2,2.2,0.2,,,1.4,30,19,131,15.9,90,9,9,2,78,5,93.4,247,25.8,9,181,4.2,0.2,539,25.2,54.1,6.6,26.7,5.8,1.3,5.9,0.9,5.3,1.1,3.1,0.4,0.4,2.4,5,0.6,12,4.7,1.1,,,2,1,2,30,0.1,0.5,5,20,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,31,16,107,13.7,35,22,19,6,163,1,139.7,243.2,26,11,149.1,3.3,0.7,757.1,18.6,37.8,5.4,22.6,5,1.4,4.5,0.8,4.8,1,2.9,0.4,0.4,2.7,5,0.8,28,3.1,0.8,,0.3,6,,2,,0.3,0.6,,18,,,,,,,,,,,,,,,Carbonifero
73.6,0.1,13.1,1.03,0.6,0.1,0.2,1.9,3.8,4.3,0.1,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
60.5,1,13.3,4.61,4.2,0.2,3.8,6.2,2.5,2.3,0.3,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
61,0.7,15.1,1.53,2.5,0.1,2.1,6.9,3,3.4,0.2,0.4,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
63.3,0.7,15.9,5.71,,0.1,2.4,4.7,3.1,2.8,0.1,,,1.4,40,16,113,13.4,70,6,6,2,68,3,108,197,22,10,111,3.9,0.2,602,29,59.2,6.7,24.5,4.9,1.1,5.1,0.7,4.5,0.9,2.6,0.4,0.4,2.3,3,0.6,15,8.8,1.2,,,2,1,2,30,,0.5,5,18,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,25,11,70,8.4,61,28,,10,35,,143.8,125,23.5,10,105.9,5.2,,636.8,38.7,65.9,8,27.8,4.9,1,4.6,0.8,4.4,0.8,2.6,0.4,0.4,2.5,4,0.9,10,13.5,2.1,,,3,,2,,,0.7,,14,,,,,,,,,,,,,,,Carbonifero
63,0.5,16.4,2.69,2.1,0.1,1.9,4.8,3.4,3.4,0.1,0.2,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
73.6,0.2,13.1,1.93,,0,0.5,0.9,3.9,4.8,0.1,,,1.1,10,5,18,3.2,130,5,5,6,16,8,155,57.5,15.6,8,71.5,3.1,0.2,635,32.2,57.2,6.1,21.1,3.6,0.8,3.3,0.5,2.8,0.6,1.8,0.3,0.3,1.7,2,1,24,12.5,2.7,,,2,1,1,30,,0.7,5,12,,,,,,,,,,,,,,,Carbonifero
50.8,0.4,12.9,0.92,1.4,0.3,0.9,15,3.4,4.3,0.1,0.4,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
61.9,0.6,14.9,6.07,,0.1,5.1,4.1,2.8,2.2,0.1,,,2,50,21,132,20.5,300,37,7,2,66,7,93.6,158,24,10,165,5.6,0.2,740,26.4,58.2,6.7,25.6,5.4,0.9,5.3,0.8,4.8,0.9,2.7,0.4,0.4,2.3,4,0.6,8,8.7,1.1,,,2,1,2,30,,0.5,5,18,,,,,,,,,,,,,,,Carbonifero
68.6,0.5,14.4,3.97,,0.1,1.8,2.9,3.1,3.4,0.1,,,0.9,30,10,72,9.1,110,6,5,2,44,6,133,141,21.6,8,132,4.4,0.2,639,33.8,66.9,7.1,25.5,4.7,0.9,4.7,0.7,4.1,0.8,2.4,0.4,0.4,2.2,4,0.8,15,13.7,1.9,,,4,1,2,30,,0.7,5,16,,,,,,,,,,,,,,,Carbonifero
58.8,0.8,16.6,7.11,,0.1,3.3,5.6,3,2.5,0.2,,,2,30,22,172,19,70,7,17,2,80,3,112,244,25.9,8,68.6,2.4,0.2,629,19.4,45.3,6,24.8,5.4,1.2,5.8,0.9,5.3,1,3.2,0.5,0.4,2.7,2,0.5,12,1.7,0.8,,,2,1,2,30,,0.6,5,21,,,,,,,,,,,,,,,Carbonifero
67.1,0.5,14.9,4.53,,0.1,1.9,3.1,3.1,3,0.1,,,1.6,20,14,95,11,80,5,664,2,124,8,115,170,18.5,7,94,1.8,0.2,595,29.3,60.1,6.1,21.2,4.1,0.9,4,0.6,3.5,0.7,2.1,0.3,0.3,2,3,0.7,30,11.6,1.6,,,3,1,2,30,5.5,0.6,,16,,,,,,,,,,,,,,,Carbonifero
64.4,0.5,15.1,5.47,,0.1,2.2,4.6,3.1,2.9,0.1,,,1.7,20,15,109,12.2,80,5,18,2,63,1,115,183,20.6,8,101,2.8,0.2,588,24.9,51.9,6,22,4.4,1,4.6,0.7,4.1,0.8,2.5,0.4,0.4,2.2,3,0.7,16,8.3,1.5,,,4,1,2,30,0.3,0.8,5,17,,,,,,,,,,,,,,,Carbonifero
63.2,0.7,13.5,3.94,3.4,0.1,3,5.4,2.6,2.9,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,21,20,136,18.4,102,51,53,9,57,1,62.1,423.5,25.4,11,115.9,0.3,,366.5,33.9,61,8,29.5,5.8,1.2,5.1,0.8,4.7,1,2.9,0.4,0.4,2.7,4,0.7,8,8.2,1.8,,,2,,2,,,,,18,,,,,,,,,,,,,,,Carbonifero
64.7,0.5,14.8,2.42,2.5,0.1,1.9,4.5,3.2,3.8,0.2,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
71.1,0.2,13.5,1.39,1,0.1,0.4,2.1,3.8,4.3,0.3,0.3,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
50.2,1,14.9,5.1,4.8,0.2,6,9.2,2,2.2,2.1,0.2,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
72.5,0.2,14.1,1.87,0.8,0.1,0.4,1.5,4.1,4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
73.5,0.1,12.8,0.84,0.9,0,0.3,1,3.4,4.8,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
68.1,0.5,14,2.83,1.7,0.1,1.3,1.3,3.1,4.3,0.8,0.5,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
71,0.3,13.8,3.8,,0.1,0.7,1,4.6,3.4,0.1,,,1.1,10,13,15,2.6,100,5,5,2,46,2,108,92.2,42.1,16,215,1.1,0.2,606,57.7,119,14.3,52.7,10.6,2.1,10.2,1.6,8.9,1.7,5.1,0.7,0.7,4.3,6,1,6,11,2.8,,,3,1,2,30,,0.5,5,20,,,,,,,,,,,,,,,Carbonifero
70.9,0.2,13.3,1.36,1.4,0.1,0.4,2,4,4.2,0.2,0.3,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
55.8,0.7,19.5,2.45,2.8,0.1,2.7,7.4,3.3,2.3,0.9,0.3,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
70.1,0.2,14.4,1.2,1.7,0.1,0.5,2.1,3.6,4.4,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
61.7,0.6,14.1,3.36,2.4,0.1,2.6,3.8,2.8,4,0.2,0.6,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
66.6,0.4,14.4,2.59,1.4,0.1,1.5,3.6,2.9,4.4,0.2,0.2,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,11,,14,2,42,21,11,9,87,1,194,68.8,20.7,11,68.9,3.4,0.2,589.2,25.7,44.3,5.7,20.1,3.9,0.5,3.4,0.6,3.5,0.7,2.3,0.3,0.4,2.4,3,1.3,15,16.6,3.8,,,2,,2,,0.1,0.9,,13,,,,,,,,,,,,,,,Carbonifero
59.6,0.8,15.6,5.64,1.9,0.2,2.9,4.5,3.2,4.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
71.7,0.2,14.1,1.7,0.5,0,0.3,1.7,4.1,3.9,0.2,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
54.2,1.1,15,5.41,3.9,0.2,5.2,7.4,3.3,2.5,0.3,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
59.3,0.5,19,1.75,2.2,0.1,1.1,6.5,3.4,3,0.6,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
70.6,0.3,15.3,1.74,1.6,0.1,0.7,1.1,3.9,3.2,0.7,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
69.6,0.3,14.6,1.59,1.6,0.1,0.6,2.6,3.8,3.6,0.5,0.2,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
70,0.2,14,1.41,1.1,0.5,0.7,3.8,4.4,1.1,0.2,0.4,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
68.4,0.3,14.5,0.95,2.7,0.1,1.4,1.4,4.2,3.1,0.2,0.3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
70.5,0.2,14.4,0.89,2.2,0.1,0.7,2.3,3.4,3.5,0.2,0.4,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
72.1,0.1,13.9,0.89,0.8,0,0.3,0.8,3.8,5.2,0.1,0.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,12,7,46,6.4,69,,30,,123,4,128.1,194.2,19,10,102.8,2.7,,693,36.4,75.5,7.8,27.2,4.9,1,5.1,0.7,3.8,0.8,2.3,0.3,0.3,2.2,3,0.7,200,12.2,2.6,,,7,,1,,0.9,1,,17,,,,,,,,,,,,,,,Carbonifero
57.2,1,15.5,2.85,5.7,0.2,4,6.1,2.6,1.7,0.2,0.4,,2,21,20,182,19.4,160,12,8,2,68,1,62.8,160.8,18.3,6,72.4,3.1,,289.1,12.9,28.6,3.3,13.2,3.1,0.8,3.6,0.6,3.7,0.8,2.5,0.3,0.3,2.2,2,,9,5.5,1.4,,,2,,1,,,,,16,,,,,,,,,,,,,,,Carbonifero
68.2,0.4,14.1,1.41,3.4,0.1,1.1,2.9,3.5,2.2,0.2,0.4,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
71.5,0.2,14.3,1,1.7,0.1,0.5,1.4,4.4,3.6,0.1,0.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
71.2,0.1,15.5,1.14,1,0.1,0.2,0.5,4.5,4.5,0.1,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
67.9,0.4,14.2,4.43,0.3,0.1,1.2,2.4,3.4,3.4,0.2,0.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
68.8,0.4,13.4,3.27,1,0.1,1.9,2,3,3.9,0.2,0.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
55.7,1,14.2,2.5,6.9,0.2,5.4,7.8,1.7,1,0.6,0.3,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,15,8,51,6.4,283,35,,15,92,4,135.1,232.7,27.3,11,122.1,2,,663.4,31.6,55.9,7.2,27.5,5.6,1.1,4.9,0.8,4.8,1,3,0.4,0.5,3,4,1.1,15,17.2,4.8,,,3,,2,,,0.6,,14,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,24,17,47,6.6,49,28,6,10,78,,135.4,169.6,58.3,21,198.9,4.4,,510.3,51.9,92.6,11.8,44.8,9.8,1.6,9.3,1.7,10.8,2.2,6.4,0.9,0.9,5.7,6,1.5,15,13.8,3.6,,,5,,2,,,0.8,,19,,,,,,,,,,,,,,,Carbonifero
73.3,0.2,15.1,0.22,1,0,0.1,0.7,3.6,4.8,0.1,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
53.9,1,16,9.47,,0.2,7,6.4,2.3,1.2,,0.3,,2.4,,,,,,,,,,,40,253,,,,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
70.4,0.3,14.9,1.01,2.4,0.1,0.5,2.8,3.4,2.7,0.1,0.2,,0.8,,15,124,16.8,91,28,22,,77,4,94.4,424.9,33.4,14,215.3,1.1,,719,52.2,110.3,12.8,48.6,9.4,1.8,9.2,1.2,6.8,1.4,4.2,0.5,0.5,3.6,5,1,9,15.1,3.7,,,3,,1,,0.1,0.5,,19,,,,,,,,,,,,,,,Carbonifero
59.3,0.9,13.2,3.54,4.4,0.2,4.3,5.8,3,2,0.4,0.5,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
59.7,0.8,14.5,2.18,5.4,0.1,4.7,6.4,2.5,1.2,0.3,0.3,,1.3,,19,140,20.2,150,36,6,,67,5,66.7,370.2,30.3,12,177.8,1.4,,559.6,42.9,92.8,10.7,41.1,7.9,1.6,8.3,1.1,6.1,1.3,4,0.5,0.5,3.5,4,1,38,12.8,3,,,2,,1,,,,,18,,,,,,,,,,,,,,,Carbonifero
62.5,0.6,15.8,1.8,3.4,0.1,1.3,3,4.2,2.3,0.3,0.3,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,,8,65,7.9,111,8,18,,51,7,72.1,315,23.5,15,100.5,0.6,,850.1,43.1,84.1,9.4,32.6,5.7,1.3,5.8,0.8,4.6,1,3,0.4,0.5,2.9,3,1.1,23,17.7,3,,,2,,1,,0.3,,,16,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,,,,4.8,143,8,6,,6,9,147.6,50.6,33.2,13,80.8,0.8,,439.7,21.7,59.7,6.1,24.1,5.8,0.7,6.5,1,6.4,1.3,4.3,0.5,0.5,3.9,3,0.9,38,13,2.3,,,3,,1,,0.3,0.7,,15,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,21,36,215,52.7,1090,272,36,,249,,50,69.3,15.4,4,76.4,0.5,0.4,241.5,10,18.8,2.8,11.6,2.7,0.8,2.7,0.5,3,0.6,1.8,0.2,0.2,1.6,2,,10,2.9,0.6,,,,,2,,0.4,,,10,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,25,9,39,6,148,,6,3,58,8,140,151.7,29.1,13,165.5,3.9,,603.8,35.3,70.6,7.8,28.2,5.8,1,6,0.8,5.4,1.1,3.6,0.5,0.5,3.6,5,1.1,30,14.1,2.9,,,3,,2,,,0.7,,18,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,20,14,58,8.5,129,,9,,71,8,115,187.2,33.2,17,241.2,3.4,,872.3,67.3,134.8,14.4,51.7,9.1,1.7,9.1,1.2,7.2,1.4,4.5,0.5,0.5,3.6,6,0.8,46,13.8,1.5,,,2,,1,,0.1,0.7,,20,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,,10,8,1.5,45,22,,9,21,,119.7,142.8,35.7,16,153.9,1.6,,1244.4,72.5,130.4,16.4,59.5,10.1,2,8.4,1.3,6.7,1.3,4,0.5,0.5,3.4,5,0.9,13,16.8,2.4,,,4,,2,,,0.5,,15,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,10,,,2,207,7,,2,42,12,202.3,35,32.6,12,88.9,3.9,,309.3,24.3,57.1,6.9,26.4,6.3,0.6,6.7,1,6.4,1.3,4.2,0.5,0.5,3.7,3,0.8,14,14.5,3.2,,,3,,2,,,1.1,,16,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,10,,5,1.5,260,59,7,30,29,7,281.6,13.9,39.9,14,74.9,5,,81.8,13.2,31.9,4.4,17.9,5.3,0.2,5.1,1.1,7,1.4,4.7,0.7,0.8,5,4,2.1,31,17.8,4.9,,,4,,2,,,1.5,,15,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,30,22,240,58.9,288,213,65,5,112,,11.9,713.2,25.4,73,211.5,,0.2,293.4,49.5,85.9,11.4,45.7,9.2,2.9,8,1.2,5.8,1,2.7,0.3,0.3,1.8,5,4,10,5.6,1.7,,,2,,2,,,,,19,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,,10,56,5.3,156,8,,,30,11,126.9,55.8,18.8,10,141.1,1.2,,538.4,16.5,35.1,4.1,15.7,3.6,0.7,3.9,0.6,3.8,0.8,2.5,0.3,0.3,2.4,4,0.7,23,10.5,1.8,,,2,,2,,,0.6,,17,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,13,,7,1.7,167,7,,2,21,10,195.1,32.5,29.2,12,88.9,3.3,,259.4,11.8,40.7,3.6,14,4,0.5,4.6,0.7,5.2,1.1,3.6,0.5,0.5,3.4,4,0.9,19,13.9,3.8,,,3,,2,,,1,,18,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,15,37,299,26.6,67,14,20,2,118,,44.5,249.6,26.5,10,65.5,0.9,,296,20.1,39.6,5.6,23.7,5.3,1.4,5,0.9,5.1,1,2.9,0.4,0.4,2.5,2,0.6,10,4.5,1.1,,,2,,2,,,,,17,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,13,14,69,7.6,182,32,6,15,58,3,124.5,163.3,33.8,11,151,2.7,0.2,724.3,36.3,66.3,8.7,33.2,6.7,1.3,6.2,1.1,6.3,1.3,3.8,0.5,0.5,3.6,5,0.8,15,12.3,2.6,,,3,,2,,,0.7,,15,,,,,,,,,,,,,,,Carbonifero
,,,,,,,,,,,,,,,,,1.8,204,6,,2,15,12,212,33.1,36.9,13,98.3,1.8,,359.7,8.8,43.6,2.9,12.1,3.6,0.5,4.8,0.9,6.5,1.5,5,0.6,0.6,4.6,4,1,19,14,3.8,,,4,,1,,,1.1,,18,,,,,,,,,,,,,,,Carbonifero
75.6,0.1,12.7,0.56,0.8,0,0.2,1,3.7,4.8,0.1,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbonifero
