SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O_105G_C,LOI,PC,Li,Sc,V,Co,Cr,Ni,Cu,Mo,Zn,W,Rb,Sr,Y,Nb,Zr,Cs,Cd,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Lu,Yb,Hf,Ta,Pb,Th,U,Au,In,Sn,Ag,Ge,As,Bi,Tl,Be,Ga,S,Sb,B,87_86Sr,Sr_error,143_144Nd,Nd_error,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208_204Pb,208Pb_error,18O,edad_geol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8747,,15.6942,,38.7636,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.885,,15.6726,,38.7069,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8928,,15.6726,,38.7227,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9126,,15.689,,38.7835,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9211,,15.6951,,38.8118,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9325,,15.7025,,38.8548,,,AlbianoSuperior
47.8,4,19.1,4.87,4.6,0.4,8.5,3.4,3.6,3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.1,3.7,18.1,4.59,4.4,0.4,8,3.2,3.4,2.8,0.7,,,,,,348,,,40,8,,235,,159,703,37,54,305,,,698,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
46.3,3.7,15.7,15.35,,0.2,5.2,10,3.8,0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
44.6,3.6,14.3,14.59,,0.2,4.9,9.5,3.6,0.2,0.6,,,,,,315,,34,,,,,,289,1242,,15,191,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
71.6,0.3,14.1,0.29,1.9,0.1,1,1.4,3.3,4.5,0.1,,,,,,34,,,,6,,49,,266,103,,16,128,,,389,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
47.4,4.3,16.9,16.39,,0.2,4.3,3.9,5.1,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.4,4.1,16.2,15.7,,0.2,4.1,3.8,4.9,0.9,0.6,,,,,,363,,14,,,,,,38,19,,21,281,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
74.5,0.2,13.2,0.15,1.5,0,0.7,0.9,3.7,4.8,0.1,,,,,,18,,,,6,,42,,399,41,,26,138,,,267,17.8,45.5,5.6,18.1,4,0.1,3.9,,6.5,,6.1,,,4.4,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
76.4,0.2,12.1,0.56,0.5,1.1,0,0.7,0.2,5.7,1.6,,,,,,8,,,,8,,22,,108,25,,20,133,,,109,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
70.7,0.4,14.5,0.42,1.8,0,1.1,1.8,3.5,4.6,0.1,,,,,,40,,,,9,,44,,236,142,,21,146,,,529,10.5,26.4,3.5,13.7,3.3,0.4,3.5,,5.5,,4.3,,,2.4,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
70.9,0.4,13.8,0.34,2.1,0.1,1.1,2,4.4,4.1,0.2,,,,,,41,,,,5,,48,,231,126,,25,170,,,407,10.4,29.6,3.8,13.3,3.1,0.3,4,,7,,5.4,,,3,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
71.8,0.3,14.6,0.22,2.3,0.1,0.7,1.1,3.3,4.7,0.2,,,,,,33,,,,6,,48,,328,77,,21,160,,,538,28.9,75.4,10.5,38.2,8.7,0.2,9,,8,,3.2,,,2,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
55.3,0.6,19.3,9.46,,0.1,1.5,2.7,4.5,5.2,0.2,,,,,,65,,24,,,,,,414,189,,11,236,,,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
70,0.4,14.4,3.47,,0.1,1.1,2,3.5,3.8,0.1,,,,,,54,,26,,,,,,195,157,,9,169,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
70.1,0.5,14.8,3.43,,0.1,1.1,2.6,3.6,3.9,0.1,,,,,,69,,24,,,,,,194,150,,8,184,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
77.4,0.5,13.3,3.45,,0.1,0.8,1.9,2.7,4.3,0.1,,,,,,52,,21,,,,,,222,103,,11,209,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.5,0.5,14.1,3.74,,0.1,1,1.6,3.6,3.5,0.1,,,,,,60,,26,,,,,,179,151,,10,191,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
46.7,3.6,15,1.78,11,0.2,8.3,8.5,4.3,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
43.8,3.3,14.1,1.97,10.3,0.2,7.8,8,4,0.2,0.6,,,,,,278,,,132,79,,100,,13,348,27,42,176,,,51,86.2,183.3,20.9,80.4,15.1,2.5,11.6,,7.9,,3.2,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
68,0.6,14.8,4.25,,0.1,0.9,2.3,3.9,4.1,0.2,,,,,,58,,12,,,,,,214,176,,14,301,,,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.2,0.5,14.8,0.17,2.8,0.1,1.2,2.2,3.3,4.3,0.1,,,,,,50,,,48,19,,54,,211,144,,19,166,,,615,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
68,0.6,14.6,0.32,3.2,0.1,1.3,1.8,3,4.6,0.2,,,,,,60,,,,21,,41,,234,121,,20,215,,,503,22.2,61.1,7.3,30.7,6.1,,6.8,,7.3,,3.8,,,1.8,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.7,0.7,15.5,0.32,3.7,0.1,1.1,1.9,3.1,4.9,0.2,,,,,,71,,,,23,,47,,254,135,,20,248,,,702,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.6,0.5,15.1,0.46,2.6,0.1,1.1,2.6,4.3,3.3,0.2,,,,,,59,,,,14,,53,,167,163,,11,153,,,595,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
68,0.1,12.1,0.78,,0,0.3,0.8,2.7,6.1,0,,,,,,4,,3,,,,,,216,51,,4,101,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
74.7,0.2,12.6,,1,0,0.7,0.8,3.2,4.5,0,,,,,,13,,,,5,,23,,194,64,,10,87,,,43,29.7,66.2,8.7,29.1,7.4,1,6.8,,5.4,,4.5,,,3.4,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.2,0.5,15.4,0.34,3,0.1,1.3,2.5,3.5,3.9,0.2,,,,,,60,,,,9,,54,,193,153,,19,165,,,617,16.1,44.7,5.9,22.9,5.5,1.5,5.2,,8.6,,5.1,,,2.1,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.6,0.5,15.3,0.09,3.2,0.1,1.2,2.5,3.1,3.8,0.2,,,,,,,,,,5,,63,,207,147,,18,164,,,552,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.6,0.5,15,0.24,2.6,0.1,1.2,2.4,3,3.8,0.2,,,,,,52,,,,6,,61,,189,144,40,11,162,,,619,26.3,63.8,7.1,35.6,8,0.5,8.2,,7.8,,4.3,,,1.7,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
53.6,0.3,19.9,4.4,0.3,0.1,0.6,4.1,5.1,7.9,0.2,,,,,,10,,,,21,,107,,135,615,32,263,576,,,315,19.7,58.4,6.1,26.7,4.4,1.7,4.6,,8.4,,5.5,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
54.6,0.8,19.8,9.61,0.5,0.1,0.1,2.9,3.7,8.7,0.3,,,,,,27,,,,8,,46,,146,274,,244,732,,,583,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
52.1,1.2,21.1,4.28,0.4,0.1,1.3,4.2,5.5,4.6,0.6,,,,,,38,,,,5,,19,,93,331,40,253,653,,,280,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
57.7,1.7,16.5,4.42,3.9,0.1,1.4,2.3,7.7,1.9,0.6,,,,,,,,,,9,,33,,26,164,89,153,394,,,193,29.3,82.4,9.8,41.7,9.7,2.3,9.7,,11.5,,6.2,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
55,0.7,22.1,0.1,2.2,0.1,1.7,1.7,3.1,8.9,0.2,,,,,,,,,,9,,16,,242,83,,436,1301,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
54.2,0.6,21,0.88,1.4,0.2,1.5,3.3,2.3,9.2,0.1,,,,,,,,,,8,,86,,248,234,55,310,1035,,,794,35.2,86.8,10.1,34.6,6.1,,4.8,,9.6,,4.6,,,1.7,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
54.5,0.7,19.9,3.99,0.9,0.2,0.9,1.6,7.3,6.1,0.2,,,,,,,,,,7,,135,,109,492,65,,1117,,,615,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
60.8,0.9,16,3.72,2.8,0.1,2.6,5.3,2.9,2.3,0.2,2,,,,24,143,14,28,3,,,,,89.9,201,29.1,9.8,154,1.3,,493,24.6,52.8,6.1,25.3,5.6,1.2,4.7,0.8,4.8,1.1,2.4,0.6,0.4,3.8,4.3,0.7,10.2,8,1.7,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
70,0.4,14.7,1.36,2.2,0.1,1.1,3.2,3.1,2.6,0.1,1.3,,,,9,52,9,53,3,,,,,83.6,188,29.3,11.9,153,0.8,,624.7,37.6,70.2,7.7,29.2,6.2,1.3,5,0.8,4.8,1,2.3,0.4,0.7,3.3,3.6,1,18.5,12.1,3.1,,,,,,,,,,17,,,,,,,,,,,,,,,Permo-Triasico
75,0.3,13.2,0.99,0.6,0.1,0.4,0.8,4.2,4.2,0.1,0.5,,,,2,18,6,6,4,,,,,257,87,42.6,16,107,8,,327.5,32.4,57.4,6.1,24.2,5.3,0.6,6.1,1.1,7.3,1.5,4.7,0.7,0.8,6.4,4.8,2.8,12.2,35.1,6.5,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
78,0.1,12.4,0.81,0.1,0,0.2,0.1,4.4,4.2,0,0.3,,,,2,3,2,4,2,,,,,181.2,21,15.5,26.5,143,1.5,,142.2,28.9,47.5,4.1,11.5,2.5,0.4,1.7,0.3,2.5,0.5,1.3,0.4,0.6,3.8,7.4,2.1,4.9,24.8,3,,,,,,,,,,20,,,,,,,,,,,,,,,Permo-Triasico
75.1,0.2,13.4,0.71,0.4,0,0.3,0.9,4.3,4.2,0,0.6,,,,3,9,2,2,3,,,,,130.3,67,38.2,11.5,116,1.5,,741.7,26.7,51,6.1,26.2,4.8,0.4,6.3,0.9,7.3,1.5,4.7,0.5,0.6,4.7,4.7,1,10.7,16.3,2.5,,,,,,,,,,14,,,,,,,,,,,,,,,Permo-Triasico
71.3,0.4,14.7,1.2,0.8,0.1,1.2,1.1,4.5,3.4,0.1,1.2,,,,5,29,2,6,3,,,,,122.4,124,22,9.6,146,1.8,,830.4,51.3,105,11.1,41,6,1.3,5.7,0.6,3.9,0.8,2.6,0.4,0.4,3.4,4.7,1,9.7,18.2,3.8,,,,,,,,,,18,,,,,,,,,,,,,,,Permo-Triasico
72.4,0.3,14,2.22,0.1,0,0.1,0.2,4.5,4.9,0.1,0.5,,,,2,7,4,2,8,,,,,379.5,161,88,84,462,12.3,,385.7,87.1,173.5,18.5,69.3,15.4,0.9,13.1,2.6,16.7,3.6,9.6,1.5,1.6,11,16.2,10.7,18.7,50.7,7.7,,,,,,,,,,29,,,,,,,,,,,,,,,Permo-Triasico
76.1,0.1,12.3,0.73,0.3,0,0.1,0.2,3.6,5.1,0,0.5,,,,2,3,2,3,6,,,,,414.9,25,53.3,20.4,120,6.2,,95.3,39,73.2,7.9,24.5,5.2,0.3,5.5,1,6.9,1.6,4.9,0.8,0.9,5.9,4.1,3.3,8.7,52.2,8.8,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
77.1,0.1,12.2,0.82,0.6,0.1,0.1,0.2,3.4,4.9,0,0.4,,,,3,2,2,2,11,,,,,780.6,10,90.5,54.3,42,20.2,,23.1,19.2,41.5,6.7,31.8,9.6,0.3,12.8,2.1,13.9,2.8,7.2,1.3,0.8,7.8,3.1,6.8,20,37.4,4.5,,,,,,,,,,24,,,,,,,,,,,,,,,Permo-Triasico
75.1,0.2,13.1,1.2,0.4,0,0.1,0.5,3.8,5,0,0.4,,,,2,4,2,3,5,,,,,340.9,58,37.2,48.6,185,5.2,,211,20,70.2,4.7,16.8,3.2,0.4,3.4,0.7,5.1,1.1,3.4,0.6,0.7,4.1,6.5,5.3,13.8,38.4,8.5,,,,,,,,,,22,,,,,,,,,,,,,,,Permo-Triasico
64.9,0.8,15.3,1.77,3.9,0.1,1.1,2.4,4.5,3.5,0.3,1,,,,10,43,8,6,7,,,,,352.5,146,60.9,55.7,383,14.5,,438.4,15.6,34.4,5.4,26.6,9.7,0.9,9.4,1.7,11.1,2.3,6.8,1,0.9,6.6,9.5,3.5,16,8.1,6.4,,,,,,,,,,27,,,,,,,,,,,,,,,Permo-Triasico
74.4,0.2,13.2,1.73,0.2,0,0.1,0.6,3.8,5.3,0,0.5,,,,2,3,2,2,5,,,,,379.8,51,31.1,48.3,261,12.3,,181.5,24.9,49.2,5.6,20.8,4.3,0.3,3.8,0.8,4.5,1.1,3.2,0.5,0.6,2.7,7.3,4.5,9.9,36.5,4.4,,,,,,,,,,23,,,,,,,,,,,,,,,Permo-Triasico
76,0.2,12.7,1.84,0,,0.1,0.2,3.8,4.9,0,0.3,,,,2,4,3,5,4,,,,,286.7,38,41.1,49.4,279,5.1,,124.1,59.5,98.1,11.3,44.2,8.1,0.2,8,1.3,7.9,1.7,4.9,0.7,0.8,4.5,10.7,5.2,9.7,49.1,5.5,,,,,,,,,,22,,,,,,,,,,,,,,,Permo-Triasico
74.7,0.1,13.8,0.53,1.2,0,0,0.3,3.9,5,0,0.3,,,,2,2,2,13,3,,,,,317.9,30.4,27,27,155,,,160.5,56.8,120.1,12.5,42.3,7.4,0.3,5.5,0.8,4.2,0.9,2.7,0.4,0.4,3,6,4.3,11.8,27.2,3.4,,,,,,,,,,22,,,,,,,,,,,,,,,Permo-Triasico
69.4,0.3,15.7,1.05,2,0.1,1,2.6,4.1,2.9,0.1,0.9,,,,5,30,8,20,9,,,,,113.6,345,25.7,12.6,149,2.7,,578.8,37,72.8,8.2,29.5,5.4,1.3,4.9,0.6,4,0.8,2.6,0.3,0.4,2.8,3.7,1.2,21.6,17.3,2.4,,,,,,,,,,18,,,,,,,,,,,,,,,Permo-Triasico
74.9,0.1,13.3,0.64,0.8,0,0.1,0.8,3.7,5.1,0,0.5,,,,2,3,2,6,6,,,,,313,38,69.4,40.5,143,4.6,,140.1,39.7,83.7,10.3,40.7,9.1,0.6,11,1.7,11.8,2.5,7,1.1,1.1,7.9,6.6,4.9,24.6,32.9,6.9,,,,,,,,,,24,,,,,,,,,,,,,,,Permo-Triasico
73.1,0.2,13.8,0.55,1.4,0.1,0.5,1.4,4,3.8,0.1,1.7,,,,4,20,7,11,5,,,,,276.1,107,46.1,19,139,6.8,,358.9,35.2,62.7,7.1,25.7,6.7,0.4,6.5,1.1,7.7,1.7,5.2,0.8,0.9,5.7,5.4,3.1,9.3,29.1,4,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
74.1,0.2,14.2,0.46,1.1,0,0.3,1.4,3.9,4.5,0.1,0.6,,,,3,12,6,5,2,,,,,83.6,114,13,6.5,164,1.6,,723.5,51.1,79,8.6,34.1,4.7,0.8,5,0.5,2.4,0.6,1.1,0.1,0.2,1.8,5.5,0.7,12.4,27.7,1,,,,,,,,,,18,,,,,,,,,,,,,,,Permo-Triasico
62,1,15.6,2.95,2.9,0.2,2.5,4.3,4.5,2.4,0.2,0.5,,,,3,2,8,15,3,,,,,183.2,39,62.9,28.1,243,0.8,,184.6,24.2,58.6,7.3,27.5,6.4,0.6,7.6,1.4,10.2,2.2,7.3,1.2,1.2,7.3,8.9,2.2,6.3,21.4,4.5,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
75.3,0.2,13.6,1.39,0.2,0,0.3,0.9,4.8,3.2,0,0.3,,,,2,13,3,2,3,,,,,109.4,89,64.6,12.2,170,1,,804.6,98,50.2,30,123,30.8,5.1,22.3,3.4,18.5,3.4,8.9,1.4,1.4,8.6,5.8,1.1,14.2,12.8,2.6,,,,,,,,,,16,,,,,,,,,,,,,,,Permo-Triasico
74.4,0.3,13.5,0.73,0.7,0,0.3,1.3,3.7,4.7,0.1,2.8,,,,2,3,3,10,3,,,,,213,27,41.8,29.6,207,0.5,,96.6,42.2,37.8,8.8,33.8,7,0.8,7.8,1.1,5.5,1.1,2.5,0.5,0.5,3.2,6.4,1.5,2.3,16.2,2.8,,,,,,,,,,20,,,,,,,,,,,,,,,Permo-Triasico
77,0.2,13,0.13,,,0,0.8,6.8,0.5,0.1,0.8,,,,2,10,2,7,2,,,,,18.3,195,16.8,17.7,118,1.2,,32,13.2,28.8,3.2,12.6,2.4,0.4,1.9,0.3,2.3,0.5,1.1,0.2,0.3,1.3,3.8,2.3,4,14.9,2,,,,,,,,,,16,,,,,,,,,,,,,,,Permo-Triasico
71.3,0.5,13.8,1.2,1.7,0.1,0.9,2.3,3.6,3.3,0.2,0.6,,,,8,38,8,15,10,,,,,237.2,131,36.5,32.5,192,21,,240,33.6,64.6,6.9,26.4,5.9,0.9,5.6,0.8,5.4,1.3,3.7,0.6,0.6,4,5.7,3.8,14.4,17.4,10,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
75.5,0.3,12.7,0.67,1.2,0,0.3,0.8,3.2,4.7,0.1,0.6,,,,4,12,4,5,7,,,,,428.1,49,49.9,35.4,188,35.3,,194,45.9,90.8,8.7,30.3,5.1,0.5,6.1,1.1,7.1,1.5,4.4,0.8,0.8,4.8,6.4,5.2,16.1,38.6,7,,,,,,,,,,18,,,,,,,,,,,,,,,Permo-Triasico
69.5,0.5,14.6,1.21,2.2,0.1,1,2.5,3.1,3.5,0.2,0.8,,,,7,47,9,22,10,,,,,194.8,146,35.1,18.7,184,12,,515.1,37,76.6,8.6,32.2,6.3,1.3,6.2,1,6,1.2,3.8,0.4,0.5,3.7,5.4,1.6,22.1,11.5,2.9,,,,,,,,,,18,,,,,,,,,,,,,,,Permo-Triasico
69.7,0.5,15.1,0.89,2.4,0.1,1,2.3,3.2,3.9,0.2,0.8,,,,6,40,9,19,9,,,,,214,143,33.8,19.3,159,14.7,,567,35.5,69.8,7.9,29.5,5.5,1.3,5.8,1,5.4,1.3,3,0.5,0.5,3.5,4.4,1.8,23.5,11.2,5.7,,,,,,,,,,19,,,,,,,,,,,,,,,Permo-Triasico
75.1,0.3,13,1.61,0.7,0,0.3,0.6,5.9,0.9,0.1,1,,,,6,20,3,13,5,,,,,59.4,45,49.6,36.7,220,2,,54,46.6,89.2,9.3,32,5.1,0.5,5.4,1.1,7.3,1.6,5,0.8,0.8,4.6,5.6,3.6,4.4,31.3,10.5,,,,,,,,,,17,,,,,,,,,,,,,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35,,15.68,,38.96,,,Permo-Triasico
45.7,2.6,14.3,9.63,,0.1,2.5,12.9,3.3,0.8,0.3,,8.3,,,,,,,,,,,,17,349,22,12,159,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
38.7,3.5,11.1,14,,0.2,8.8,9.8,1.2,3.8,1.1,,6.1,,,,,,,,,,,,47,1070,23,74,292,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.6,1.6,15.8,7.44,,0.1,5.1,10,2.9,1.8,0.4,,9.5,,,,,,,,,,,,39,394,23,13,158,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
48.2,2.6,14,9.62,,0.1,3.8,11.1,3.2,0.6,0.3,,5.6,,,,,,,,,,,,11,447,23,15,165,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
43.8,2.2,12.6,9.31,,0.1,3.5,13.1,1.2,2.4,0.3,,9.2,,,,,,,,,,,,30,229,20,14,117,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.6,2.8,14.9,4.7,,0.1,0.7,16.1,3.5,1.4,0.3,,10.2,,,,,,,,,,,,26,437,23,11,164,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
53.6,2.2,13.9,11.78,,0.1,4.1,6.5,3,2.2,0.6,,2.4,,,,376,56,20,11,49,,95,,67,200,59,14,301,,,427,20,56,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
53.5,2.3,14.1,11.68,,0.2,4.1,6.3,3.8,1.8,0.4,,1.5,,,,435,59,19,17,17,,78,,46,333,54,9,212,,,381,10,41,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
51.6,2.3,13.8,15.54,,0.2,3.6,5.4,4,2.5,0.5,,1.2,,,,420,65,19,12,12,,70,,54,352,47,8,193,,,427,15,39,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
41.8,2.2,13.7,10.36,,0.2,2,11.4,4.4,1.8,0.3,,10.6,,,,422,31,24,,,,64,,30,114,36,,198,,,302,30,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
53.7,1.8,10.6,8.37,,0.1,0.1,10.3,5,1.6,0.4,,8.1,,,,312,24,13,,70,,105,,29,96,47,13,244,,,194,13,44,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
47,2.2,15.2,10.21,,0.2,6.6,9.3,3,1.7,0.9,,2.7,,,,188,40,294,419,49,,113,,34,963,27,50,217,,,732,32,91,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
46.4,2.6,14.8,10.88,,0.2,6.4,7.9,4.1,2.1,,,4.5,,,,,,,,,,,,22,157,,,186,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
52,1.3,15.8,8.87,,0.1,6.7,7.3,3.6,1.5,0.4,,,,10,16.3,190,35,,109,73,,104,,30,771,,,,,,700,27.7,57.8,,34,5.8,1.6,,0.6,,,,,0.2,1.3,3.7,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
66.6,0.6,14.7,3.6,,0.1,1.2,3.2,3.9,3.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
64.4,0.9,15.1,5.06,,0.1,0.6,3.7,3.4,2.6,0.4,,,,16,,,,,,,,,,82,613,,,,,,1480,44.7,87.9,,,6,1.5,,0.5,,,,,0.2,1.1,5.2,,14,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
61.7,0.9,15.3,5.06,,0.1,1.4,4.2,3.4,2.8,0.3,,,,17,7.3,10,28,85,13,21,,27,,86,491,,,,,,920,34.2,71.7,,34.6,5.4,1.3,,0.5,,,,,0.2,1,5,,81,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
72.3,0.2,14.4,1.18,,0.1,0.2,0.4,3.5,4.7,,0.3,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
60.6,0.1,16,5.77,,0.1,2.3,4.9,3.8,0.3,,0.3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
61.3,0.7,16.8,6.09,,0.1,1.7,5.1,3.6,0.5,,0.5,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
60.7,0.8,16.6,6.12,,0.1,1.8,5.1,3.6,0.4,,0.4,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
61.5,0.8,16.4,6.17,,0.1,2,5.2,3.6,0.2,,0.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
61.4,0.7,16.7,6.01,,0.1,1.9,5,3.6,0.2,,0.2,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
60.3,0.7,16.3,6.17,,0.1,2.1,4.7,3.4,3,,0.7,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
63.7,0.6,15.4,4.5,,0.1,1.6,3.9,3.1,4,,0.3,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistoceno
